Region,Country,Region Code,Property Type,Abbreviation,Code,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Europe,Cyprus,CY,Retail Warehouse,RWB,CY.RWB.EUI,kWh/sqm,259.203783860258,237.813753597391,218.188872700141,200.183477406247,183.663924427213,168.507598994044,154.602004761095,141.843928812935,130.138675576553,119.399363952721,109.54628244951,100.506297531532,92.212310793409,84.6027609284144,77.6211667956817,71.2157081944532,65.3388412336988,59.9469454422279,55.0000000000001,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Europe,Cyprus,CY,Hotel,HOT,CY.HOT.EUI,kWh/sqm,342.256461321339,313.371710545272,286.924689722278,262.709666513857,240.538271372271,220.238032206967,201.6510327179,184.632683958885,169.050599574913,154.783565963876,141.720599351539,129.760082444714,118.808973946638,108.782084785335,99.6014154247204,91.1955491033673,83.4990962809205,76.4521859704772,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Europe,Cyprus,CY,Distribution Warehouse Cold,DWC,CY.DWC.EUI,kWh/sqm,187.772892843264,172.868739905986,159.147578674349,146.515511200478,134.886092525876,124.17973911311,114.32318423222,105.24897657491,96.895018665374,89.2041419089799,82.123715370737,75.6052856063054,69.6042450808045,64.0795269063127,58.9933238090568,54.3108294031019,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Europe,Cyprus,CY,Distribution Warehouse Warm,DWW,CY.DWW.EUI,kWh/sqm,71.7188132387465,66.5287529382116,61.7142806418105,57.2482162513014,53.1053466049058,49.26228313643,45.6973298351396,42.3903607609542,39.3227064234739,36.4770483833907,33.8373214812583,31.3886231416511,29.1171292406907,27.0100160619688,25.0553879002705,23.2422099043825,21.5602457798525,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Europe,Cyprus,CY,Healthcare,HEC,CY.HEC.EUI,kWh/sqm,362.923994163649,334.806314187376,308.867062587188,284.937464763127,262.861821994114,242.49649837906,223.70898626512,206.377044082254,190.387900974407,175.637523052195,162.029936492955,149.476603083893,137.895844145265,127.212309085342,117.35648512929,108.264245031993,99.876429832016,92.1384639318529,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Europe,Cyprus,CY,Leisure/Lodging,LEI,CY.LEI.EUI,kWh/sqm,338.4,311.226462175835,286.234960870231,263.250278435817,242.111267211533,222.669719701991,204.789329481488,188.344735537485,173.220643353353,159.311016568221,146.518333546582,134.752903645395,123.93223838498,113.980473114922,104.827835120228,96.4101544385939,88.6684139590704,81.5483356478247,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Europe,Czech Republic,CZ,Residential Single-Family,RSF,CZ.RSF.EUI,kWh/sqm,228.631155249767,212.326744864956,197.185053522989,183.123164053562,170.064072371886,157.936265797868,146.673331446686,136.213592546265,126.499770690108,117.478672175941,109.100896712545,101.320566899625,94.0950769993161,87.3848596235991,81.1531690599672,75.3658800488254,69.9913009107106,64.9999999999999,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Europe,Czech Republic,CZ,Residential Multi-Family,RMF,CZ.RMF.EUI,kWh/sqm,216.292330998192,200.577813795844,186.005020156986,172.490999222955,159.958826852211,148.337167754841,137.559869439763,127.565585663322,118.297427235871,109.702638198681,101.732295527906,94.3410306562868,87.4867712274222,81.1305016126539,75.2360408273668,69.7698365825751,64.7007742994974,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Europe,Czech Republic,CZ,Office,OFF,CZ.OFF.EUI,kWh/sqm,278.005008945918,260.988578709123,245.013708475515,230.016645317767,215.937538566447,202.720200956404,190.311884393176,178.663069444524,167.727267716988,157.460836328805,147.82280373876,138.774706235893,130.280434437523,122.306089182986,114.81984624798,107.791829339629,101.19399086539,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Europe,Czech Republic,CZ,Retail High Street,RHS,CZ.RHS.EUI,kWh/sqm,297.046447914817,279.628536004932,263.231958157213,247.796826408513,233.266764446048,219.588701694764,206.712679478797,194.591668549051,183.181397310403,172.440190121159,162.328815074132,152.81034070339,143.850001093288,135.415068897102,127.474735801461,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
